First,Last,Nickname,Ht,Wt,Reach,Stance,W,L,D,Belt,SLpM,Str. Acc.,SApM,Str. Def,,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0,,2.12,48%,2.25,49%,N/A,0.66,100%,55%,0.7
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0,,2.97,46%,4.42,37%,N/A,0.78,100%,100%,0.0
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0,,1.82,29%,1.97,59%,N/A,0.00,0%,0%,0.0
Navajo,Stirling,,--,205 lbs.,--,,4,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1,,1.77,42%,1.45,52%,N/A,0.35,66%,66%,0.7
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0,,2.80,23%,4.60,56%,N/A,0.50,100%,0%,0.5
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0,,3.75,56%,2.34,53%,N/A,3.75,33%,50%,1.9
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0,,1.41,35%,2.42,43%,N/A,1.32,20%,60%,0.0
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0,,1.57,54%,3.13,33%,N/A,3.91,100%,50%,0.0
Marc,Stevens,,"5' 9""",155 lbs.,--,,21,10,0,,0.45,26%,1.79,46%,N/A,0.00,0%,0%,0.0
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0,,3.05,45%,3.29,48%,N/A,1.75,45%,67%,0.1
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0,,2.05,44%,2.44,60%,N/A,2.75,44%,39%,2.2
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Aljamain,Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,24,4,0,,4.61,52%,2.30,58%,N/A,2.31,27%,45%,0.7
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0,,0.00,0%,0.00,100%,N/A,0.00,0%,0%,0.0
Jeremy,Stephens,Lil' Heathen,"5' 9""",145 lbs.,"71.0""",Orthodox,28,19,0,,3.17,40%,3.05,58%,N/A,1.16,38%,65%,0.4
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0,,3.92,55%,1.86,49%,N/A,0.44,50%,58%,0.0
Kody,Steele,,--,170 lbs.,--,,6,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Eric,Steenberg,,--,155 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0,,4.07,70%,2.93,50%,N/A,0.00,0%,91%,0.0
Adam,Steele,,--,170 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0,,1.86,36%,3.10,52%,N/A,2.64,35%,43%,0.6
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0,,3.31,34%,3.73,54%,N/A,0.83,26%,48%,0.0
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0,,2.32,49%,2.42,50%,N/A,2.95,42%,76%,0.0
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0,,1.94,33%,2.49,58%,N/A,1.94,100%,60%,0.0
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1,,2.71,48%,4.43,53%,N/A,1.46,33%,25%,0.6
Lucas,Stark,,--,155 lbs.,--,,1,5,0,,1.60,25%,3.20,66%,N/A,12.00,100%,0%,0.0
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0,,1.09,37%,5.00,47%,N/A,0.00,0%,33%,0.0
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0,,3.22,54%,3.54,54%,N/A,0.00,0%,87%,1.0
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0,,3.28,42%,2.65,59%,N/A,0.12,12%,60%,0.3
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0,,1.00,20%,2.89,34%,N/A,7.48,45%,100%,0.0
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,7,1,,4.35,47%,3.89,60%,N/A,2.22,37%,76%,0.0
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0,,2.83,37%,4.74,57%,N/A,1.55,66%,80%,0.0
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0,,2.50,50%,3.07,52%,N/A,0.85,100%,40%,1.7
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0,,3.22,60%,3.26,51%,N/A,0.00,0%,71%,0.0
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0,,3.54,57%,3.15,41%,N/A,3.37,40%,100%,0.8
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0,,2.42,49%,1.60,53%,N/A,0.00,0%,28%,2.5
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0,,1.63,48%,1.33,55%,N/A,0.30,100%,46%,0.3
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0,,2.60,35%,5.30,46%,N/A,0.74,66%,0%,0.0
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0,,3.78,53%,1.40,72%,N/A,4.16,74%,83%,1.1
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,16,4,0,,3.54,49%,3.79,49%,N/A,4.56,64%,70%,0.5
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1,,10.00,100%,10.00,0%,N/A,0.00,0%,0%,0.0
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0,,3.71,45%,5.72,55%,N/A,1.31,20%,75%,1.0
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0,,2.81,52%,1.53,47%,N/A,2.09,42%,71%,1.4
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0,,3.27,62%,3.27,54%,N/A,1.75,11%,75%,1.8
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0,,3.21,48%,4.54,45%,N/A,1.18,18%,27%,0.2
Nick,Sperling,,--,135 lbs.,--,,3,4,0,,1.40,25%,1.40,66%,N/A,0.00,0%,0%,0.0
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0,,2.56,51%,5.12,35%,N/A,2.02,33%,33%,0.0
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0,,4.24,32%,4.02,60%,N/A,0.14,33%,68%,0.0
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Charon,Spain,,"5' 9""",155 lbs.,--,,14,26,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,21,10,0,,3.25,40%,3.89,44%,N/A,1.34,35%,47%,1.5
Ketlen,Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,,4.78,68%,2.03,60%,N/A,0.90,50%,50%,0.0
Jose Heraldo,Souza,,--,185 lbs.,--,,9,1,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0,,3.73,39%,5.30,45%,N/A,0.50,16%,60%,0.0
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0,,1.83,36%,1.95,60%,N/A,0.00,0%,50%,0.9
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0,,4.65,44%,2.91,58%,N/A,0.00,0%,50%,0.0
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0,,1.75,45%,3.60,56%,N/A,2.54,45%,40%,1.4
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0,,2.82,50%,2.99,28%,N/A,0.52,25%,37%,0.5
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0,,1.43,23%,5.23,42%,N/A,0.00,0%,0%,0.0
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0,,2.53,47%,2.83,62%,N/A,2.57,39%,57%,1.3
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0,,3.36,41%,5.37,67%,N/A,0.85,21%,70%,1.9
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0,,3.21,63%,2.61,52%,N/A,1.49,27%,44%,1.0
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,,0.99,39%,1.38,65%,N/A,3.98,78%,64%,1.3
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0,,2.77,44%,4.31,49%,N/A,1.25,53%,58%,0.2
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1,,3.37,39%,3.13,58%,N/A,0.52,25%,71%,1.0
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,,2.95,70%,2.53,35%,N/A,3.16,66%,100%,3.2
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0,,2.31,31%,4.30,47%,N/A,0.00,0%,0%,0.0
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0,,3.18,61%,2.14,56%,N/A,1.33,55%,52%,0.0
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0,,2.61,27%,2.52,67%,N/A,2.32,31%,53%,1.6
Punahele,Soriano,Puna,"5' 11""",170 lbs.,"72.0""",Southpaw,10,4,0,,4.89,53%,3.88,48%,N/A,1.48,56%,37%,0.0
Benardo,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,11,3,0,,3.06,52%,4.56,53%,N/A,3.06,75%,50%,0.0
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0,,4.79,50%,4.79,48%,N/A,0.00,0%,100%,8.3
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1,,3.08,43%,1.10,62%,N/A,3.81,59%,66%,0.4
Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0,,5.10,36%,7.63,52%,N/A,1.50,25%,100%,0.0
YoungJae,Song,Super Rookie,"5' 7""",145 lbs.,"70.0""",Orthodox,6,1,1,,3.33,58%,2.33,55%,N/A,0.00,0%,45%,0.0
Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,21,8,1,,4.49,43%,3.96,55%,N/A,0.66,40%,72%,0.2
Chris,Solomon,,"5' 11""",155 lbs.,--,,0,0,0,,0.00,0%,2.80,37%,N/A,0.00,0%,33%,0.0
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,20,8,0,,4.36,46%,6.38,50%,N/A,0.34,50%,61%,0.0
Emrah,Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0,,1.47,46%,1.73,48%,N/A,5.00,21%,0%,0.0
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Paul,Song,,--,185 lbs.,--,,2,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,5,0,,1.98,56%,1.77,48%,N/A,2.23,46%,20%,1.4
Alexander,Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0,,1.16,60%,1.35,26%,N/A,1.45,50%,50%,0.0
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,,2.26,45%,2.61,56%,N/A,1.93,47%,78%,0.9
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,,2.14,40%,2.90,58%,N/A,1.53,32%,77%,0.5
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0,,0.00,0%,5.45,33%,N/A,0.00,0%,0%,0.0
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,,2.23,45%,1.53,57%,N/A,2.48,42%,65%,2.6
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,,2.60,68%,6.73,25%,N/A,4.00,26%,100%,0.0
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0,,3.52,34%,8.67,56%,N/A,3.52,33%,50%,0.0
Cameron,Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,8,4,0,,4.00,36%,13.00,35%,N/A,0.00,0%,0%,0.0
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,,1.98,77%,2.26,65%,N/A,8.49,66%,0%,0.0
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,,1.44,42%,3.81,55%,N/A,0.00,0%,75%,0.0
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0,,4.67,47%,4.11,53%,N/A,1.69,35%,32%,1.8
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,,2.95,36%,3.53,68%,N/A,2.16,33%,57%,0.0
Justin,Smitley,,--,145 lbs.,--,,10,7,1,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0,,6.46,48%,11.54,32%,N/A,0.00,0%,100%,0.0
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,,1.28,38%,2.04,35%,N/A,0.00,0%,33%,2.3
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,,1.78,35%,1.96,49%,N/A,1.67,33%,45%,1.7
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0,,4.55,53%,3.91,49%,N/A,0.35,25%,85%,0.3
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0,,1.09,41%,2.73,35%,N/A,3.51,60%,0%,1.2
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38,20,0,,3.24,49%,4.60,46%,N/A,0.46,26%,50%,0.6
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,,7.56,40%,8.41,51%,N/A,0.00,0%,62%,0.0
Dillon,Smith,,"6' 0""",170 lbs.,--,,0,0,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,,1.64,41%,2.30,51%,N/A,4.09,36%,25%,1.4
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,,3.29,55%,3.31,51%,N/A,1.70,32%,60%,0.7
Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0,,0.73,28%,1.40,54%,N/A,0.00,0%,57%,2.0
Adam,Smith,,--,--,--,,0,3,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
David,Smith,,--,155 lbs.,--,,5,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Eric,Smith,,--,--,--,Southpaw,1,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0,,1.90,27%,5.87,50%,N/A,0.12,6%,58%,0.5
Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0,,0.41,46%,0.47,60%,N/A,0.89,50%,20%,0.9
Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2,,4.95,52%,5.05,54%,N/A,1.55,50%,100%,1.6
Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Ray,Sloan,,"6' 1""",205 lbs.,--,,8,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Brian,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1,,4.00,48%,1.85,70%,N/A,9.23,100%,100%,0.0
Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0,,0.00,0%,0.54,0%,N/A,0.00,0%,66%,0.0
Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0,,0.53,50%,2.40,32%,N/A,5.00,27%,100%,1.0
Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,,3.87,32%,2.67,65%,N/A,0.87,32%,65%,0.3
AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0,,2.80,42%,7.37,29%,N/A,0.00,0%,75%,0.0
Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0,,2.01,40%,3.21,49%,N/A,1.74,34%,39%,2.3
Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0,,5.50,56%,9.98,46%,N/A,1.53,20%,0%,0.0
Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,,1.13,37%,4.60,53%,N/A,0.00,0%,0%,1.2
Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0,,0.00,0%,9.05,27%,N/A,0.00,0%,0%,0.0
Kiru,Singh Sahota,,"5' 10""",125 lbs.,"73.0""",Orthodox,11,2,0,,3.07,64%,2.40,33%,N/A,1.00,25%,40%,0.0
Rob,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0,,1.20,33%,1.73,73%,N/A,0.00,0%,50%,0.0
Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0,,0.80,100%,3.41,19%,N/A,0.00,0%,0%,0.0
Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,,2.55,39%,2.42,63%,N/A,0.39,25%,64%,0.8
Kiran,Singh,Stubborn,"5' 1""",115 lbs.,"65.0""",Orthodox,7,4,0,,0.00,0%,19.51,23%,N/A,0.00,0%,0%,0.0
Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,,1.81,63%,0.76,65%,N/A,0.71,50%,50%,0.7
Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0,,2.72,42%,6.17,57%,N/A,0.00,0%,75%,0.0
Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1,,0.98,51%,2.95,37%,N/A,0.00,0%,40%,2.3
Marlon,Sims,,--,170 lbs.,--,,3,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,,0.81,66%,2.19,30%,N/A,0.00,0%,42%,1.2
Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0,,3.60,52%,2.53,56%,N/A,3.78,34%,83%,0.5
Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0,,0.79,21%,1.92,74%,N/A,0.00,0%,50%,0.0
Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0,,1.07,40%,0.54,50%,N/A,24.11,50%,0%,0.0
Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,,3.67,49%,2.97,51%,N/A,1.62,38%,85%,0.2
Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,20,6,0,,2.99,43%,3.84,61%,N/A,5.20,44%,75%,0.3
Jean,Silva,Lord,"5' 7""",145 lbs.,"69.0""",Orthodox,14,2,0,,5.37,52%,4.43,57%,N/A,0.81,50%,80%,0.0
Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29,6,0,,3.54,38%,3.93,57%,N/A,0.55,42%,72%,0.2
Sim,Kai Xiong,Kobra,"5' 5""",125 lbs.,"66.0""",Orthodox,5,1,0,,3.19,63%,4.56,47%,N/A,6.84,28%,0%,0.0
Jhonata,Silva,,"5' 5""",125 lbs.,"66.0""",Orthodox,8,2,0,,4.86,52%,9.85,44%,N/A,0.00,0%,0%,0.0
Danny,Silva,El Puma,"5' 11""",145 lbs.,"70.0""",Switch,9,1,0,,8.30,58%,9.47,59%,N/A,3.00,50%,100%,0.5
Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,3,0,,2.07,70%,1.57,40%,N/A,3.76,80%,62%,0.0
Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,,0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
Janaina,Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",Orthodox,5,1,0,,0.00,0%,1.50,62%,N/A,0.00,0%,0%,0.0
Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0,,0.46,40%,2.32,33%,N/A,0.00,0%,0%,0.0
Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,18,4,0,,2.67,35%,3.12,49%,N/A,3.59,72%,0%,2.2
Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0,,4.17,44%,4.92,56%,N/A,1.51,100%,66%,0.0
Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0,,3.00,57%,1.13,62%,N/A,2.00,100%,55%,0.5
Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,17,5,1,,4.53,44%,2.10,65%,N/A,0.50,28%,91%,0.0
Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0,,1.30,34%,3.47,45%,N/A,1.50,25%,38%,0.5
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,,5.40,50%,1.80,59%,N/A,1.00,100%,71%,0.0
Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,13,5,2,,3.05,46%,3.09,59%,N/A,2.57,30%,64%,0.3
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0,,6.33,51%,5.93,57%,N/A,0.00,0%,42%,0.0
Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,11,0,,4.12,49%,5.45,41%,N/A,0.93,27%,73%,0.0
Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0,,1.69,29%,2.87,65%,N/A,0.00,0%,58%,0.0
Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14,4,0,,2.48,42%,3.00,46%,N/A,2.85,26%,44%,1.1
Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0,,0.67,50%,0.73,67%,N/A,0.00,0%,25%,1.0
Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1,8,0,,0.09,11%,5.90,38%,N/A,0.00,0%,0%,0.0
Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14,12,0,,2.69,14%,5.37,50%,N/A,0.00,0%,0%,0.0
Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10,11,1,,1.13,34%,3.07,40%,N/A,0.00,0%,38%,1.0
Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1,,2.39,48%,2.08,63%,N/A,1.76,37%,65%,0.4
Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1,,2.89,45%,3.09,50%,N/A,0.82,29%,66%,0.8
Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19,12,3,,0.73,22%,2.93,52%,N/A,0.00,0%,0%,0.0
Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,13,6,0,,3.66,43%,4.53,53%,N/A,0.39,50%,69%,0.8
Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,,2.50,48%,4.18,49%,N/A,0.85,35%,56%,1.4
Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1,,2.79,40%,2.19,60%,N/A,0.97,53%,62%,0.6
Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2,6,0,,0.40,15%,2.72,47%,N/A,0.42,100%,16%,0.4
Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8,4,0,,2.86,65%,3.30,34%,N/A,3.30,100%,0%,0.0
Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0,,3.92,50%,2.55,67%,N/A,1.03,47%,70%,0.7
Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,,1.02,36%,1.53,57%,N/A,3.83,100%,0%,0.0
Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12,5,0,,1.08,26%,1.96,50%,N/A,1.47,50%,80%,0.0
Serhiy,Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,10,2,0,,5.16,35%,4.19,56%,N/A,0.00,0%,0%,0.0
