Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",win,,Santiago Ponzinibbio,Sean Strickland,0,0,50,44,1 of 3,2 of 4,0,0,Welterweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Thiago Santos,Andy Enz,1,0,20,1,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,1:56
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",win,,Sam Alvey,Cezar Ferreira,1,0,4,13,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,3:34
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",win,,Adriano Martins,Rustam Khabilov,0,0,12,18,0 of 4,3 of 4,0,0,Lightweight,S-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Rafael Natal,Tom Watson,0,0,67,29,8 of 13,0 of 0,0,0,Middleweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,John Lineker,Ian McCall,0,0,38,40,1 of 6,0 of 0,3,0,Flyweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Ildemar Alcantara,Richardson Moreira,0,0,21,15,0 of 6,0 of 1,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",win,,Michael Johnson,Edson Barboza,0,0,38,31,0 of 2,1 of 1,0,0,Lightweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Derek Brunson,Ed Herman,1,0,11,0,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,0:36
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Thiago Alves,Jordan Mein,1,0,23,37,0 of 0,0 of 0,0,0,Welterweight,KO/TKO,2,0:39
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",win,,Kevin Lee,Michel Prazeres,0,0,62,33,3 of 9,4 of 5,3,0,Lightweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Miesha Tate,Sara McMann,0,1,23,34,0 of 0,1 of 2,2,0,Women's Bantamweight,M-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Tyron Woodley,Kelvin Gastelum,0,0,27,32,0 of 0,0 of 0,0,0,Welterweight,S-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Al Iaquinta,Joe Lauzon,1,0,59,32,0 of 1,1 of 3,0,0,Lightweight,KO/TKO,2,3:34
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",win,,Daniel Kelly,Patrick Walsh,0,0,61,50,0 of 0,1 of 4,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",win,,Neil Magny,Kiichi Kunimoto,0,0,76,10,3 of 4,1 of 4,1,0,Welterweight,SUB,3,1:22
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",win,,Thales Leites,Tim Boetsch,0,1,20,26,1 of 2,0 of 0,2,0,Middleweight,SUB,2,3:45
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",win,,Benson Henderson,Brandon Thatch,0,0,57,44,3 of 5,2 of 3,1,0,Welterweight,SUB,4,3:58
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",win,,Max Holloway,Cole Miller,0,0,57,31,1 of 1,0 of 2,0,0,Featherweight,U-DEC,3,5:00
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Fabricio Werdum,Cain Velasquez,0,0,96,88,4 of 5,1 of 3,1,0,Heavyweight,SUB,3,2:13
UFC 188: Velasquez vs Werdum,"June 13, 2015","Mexico City, Distrito Federal, Mexico",win,,Yair Rodriguez,Charles Rosa,0,0,56,39,1 of 1,5 of 14,2,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Jose Quinonez,Leonardo Morales,0,0,2,3,1 of 2,0 of 0,2,0,Bantamweight,SUB,1,2:34
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Joe Proctor,Justin Edwards,0,0,67,63,0 of 0,2 of 3,3,0,Lightweight,SUB,3,4:58
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Matt Brown,Tim Means,0,0,25,16,1 of 1,0 of 2,1,0,Welterweight,SUB,1,4:44
UFC Fight Night: Boetsch vs Henderson,"June 06, 2015","New Orleans, Louisiana, USA",win,,Jake Collier,Ricardo Abreu,0,0,67,47,3 of 7,0 of 0,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Jedrzejczyk vs Penne,"June 20, 2015","Berlin, Berlin, Germany",win,,Mairbek Taisumov,Alan Patrick,1,0,23,17,0 of 0,0 of 7,0,0,Lightweight,KO/TKO,2,1:30
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Louis Smolka,Neil Seery,0,1,23,21,0 of 0,6 of 10,5,3,Flyweight,U-DEC,3,5:00
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Cody Garbrandt,Henry Briones,1,0,64,35,3 of 6,0 of 0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Scott Holtzman,Anthony Christodoulou,0,0,71,31,0 of 0,1 of 3,1,0,Lightweight,SUB,3,2:40
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Marlon Vera,Roman Salazar,0,0,25,14,0 of 0,1 of 7,2,0,Bantamweight,SUB,2,2:15
UFC 189: Mendes vs McGregor,"July 11, 2015","Las Vegas, Nevada, USA",win,,Cody Pfister,Yosdenis Cedeno,0,0,15,26,0 of 0,5 of 7,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Frankie Perez,Sam Stout,1,0,12,2,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,0:54
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Corey Anderson,Jan Blachowicz,0,0,84,20,1 of 1,4 of 4,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Stefan Struve,Antonio Rodrigo Nogueira,0,0,93,59,0 of 0,1 of 14,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Jonathan Wilson,Chris Dempsey,1,0,4,0,0 of 1,0 of 0,0,0,Light Heavyweight,KO/TKO,1,0:50
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Joe Riggs,Ron Stallings,1,0,35,24,2 of 2,0 of 0,0,0,Middleweight,DQ,2,2:28
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Tiago dos Santos e Silva,Clay Collard,0,1,52,84,1 of 2,1 of 4,1,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Garreth McLellan,Bubba Bush,0,0,97,8,3 of 6,2 of 5,1,0,Middleweight,KO/TKO,3,4:58
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Tom Breese,Cathal Pendred,1,0,23,5,0 of 1,0 of 0,0,0,Welterweight,KO/TKO,1,4:37
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Aisling Daly,Ericka Almeida,0,0,59,19,2 of 5,1 of 1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Joaquim Silva,Nazareno Malegarie,0,0,49,58,0 of 0,1 of 3,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Darren Elkins,Robert Whiteford,0,0,40,23,7 of 11,1 of 1,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Neil Seery,Jon Delos Reyes,0,0,38,25,2 of 5,3 of 4,2,0,Flyweight,SUB,2,4:12
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Krzysztof Jotko,Scott Askham,0,0,38,22,0 of 1,2 of 3,0,1,Middleweight,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Stevie Ray,Mickael Lebout,0,0,48,27,1 of 1,0 of 3,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",draw,draw,Nicolas Dalby,Darren Till,0,1,84,49,2 of 4,0 of 3,0,0,Welterweight,M-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Louis Smolka,Paddy Holohan,0,0,59,16,4 of 9,0 of 2,2,0,Flyweight,SUB,2,4:09
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Derrick Lewis,Viktor Pesta,0,0,41,8,0 of 3,5 of 13,0,0,Heavyweight,KO/TKO,3,1:15
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Adriano Martins,Islam Makhachev,1,0,3,4,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,1:46
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",win,,Norman Parke,Reza Madadi,0,0,47,33,1 of 6,1 of 12,0,0,Lightweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Rose Namajunas,Angela Hill,0,0,13,12,1 of 1,0 of 0,1,0,Women's Strawweight,SUB,1,2:47
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Sage Northcutt,Francisco Trevino,0,0,21,1,0 of 0,1 of 1,0,0,Lightweight,KO/TKO,1,0:57
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Yair Rodriguez,Dan Hooker,0,0,52,19,2 of 9,1 of 3,0,0,Featherweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Sergio Pettis,Chris Cariaso,1,0,37,37,0 of 1,3 of 4,0,1,Flyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Julianna Pena,Jessica Eye,0,0,34,30,1 of 1,3 of 6,3,1,Women's Bantamweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Albert Tumenov,Alan Jouban,1,0,19,17,0 of 0,0 of 1,0,0,Welterweight,KO/TKO,1,2:55
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Daniel Cormier,Alexander Gustafsson,0,1,140,120,1 of 5,1 of 7,0,0,Light Heavyweight,S-DEC,5,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Ruslan Magomedov,Shawn Jordan,0,0,71,20,1 of 9,0 of 0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Shinsho Anzai,Roger Zapata,0,0,23,28,2 of 11,0 of 1,0,1,Welterweight,KO/TKO,3,0:47
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Kajan Johnson,Naoyuki Kotani,1,0,57,21,1 of 8,0 of 0,0,0,Lightweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Ryan Bader,Rashad Evans,0,0,52,25,1 of 6,0 of 3,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",win,,Joseph Benavidez,Ali Bagautinov,0,0,48,31,0 of 1,0 of 5,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Diego Brandao,Katsunori Kikuno,1,0,14,1,0 of 0,0 of 0,0,0,Featherweight,KO/TKO,1,0:28
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Nick Hein,Yusuke Kasuya,0,0,46,44,0 of 0,1 of 4,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Keita Nakamura,Li Jingliang,1,1,40,79,0 of 2,1 of 1,1,0,Welterweight,SUB,3,2:17
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Takeya Mizugaki,George Roop,0,0,70,47,0 of 1,0 of 2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Uriah Hall,Gegard Mousasi,1,0,18,17,1 of 1,0 of 0,1,1,Middleweight,KO/TKO,2,0:25
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Kyoji Horiguchi,Chico Camus,0,0,78,63,0 of 5,0 of 3,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",draw,draw,Mizuto Hirota,Teruto Ishihara,0,2,62,88,2 of 5,0 of 1,0,0,Featherweight,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Raquel Pennington,Jessica Andrade,0,0,41,41,4 of 5,2 of 2,1,1,Women's Bantamweight,SUB,2,4:58
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,John Lineker,Francisco Rivera,1,0,28,16,0 of 1,0 of 0,1,0,Bantamweight,SUB,1,2:08
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Ross Pearson,Paul Felder,0,0,62,60,1 of 1,0 of 0,0,0,Lightweight,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Paige VanZant,Alex Chambers,0,0,73,30,3 of 7,0 of 4,1,1,Women's Strawweight,SUB,3,1:01
UFC Fight Night: Barnett vs Nelson,"September 26, 2015","Saitama, Japan",win,,Josh Barnett,Roy Nelson,0,0,146,60,0 of 0,4 of 10,0,0,Heavyweight,U-DEC,5,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Anthony Johnson,Jimi Manuwa,1,0,25,8,2 of 2,0 of 0,0,0,Light Heavyweight,KO/TKO,2,0:28
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Demetrious Johnson,John Dodson,0,0,88,58,4 of 13,1 of 3,0,0,Flyweight,U-DEC,5,5:00
UFC 191: Johnson vs Dodson 2,"September 05, 2015","Las Vegas, Nevada, USA",win,,Andrei Arlovski,Frank Mir,0,0,39,24,0 of 0,1 of 5,0,0,Heavyweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Guido Cannetti,Hugo Viana,0,0,32,13,1 of 15,4 of 7,0,0,Bantamweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Warlley Alves,Nordine Taleb,0,0,17,17,2 of 3,0 of 2,1,0,Welterweight,SUB,2,4:11
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Vitor Miranda,Clint Hester,0,0,57,15,1 of 1,1 of 5,0,0,Middleweight,KO/TKO,2,2:38
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Patrick Cummins,Rafael Cavalcante,0,0,49,23,0 of 0,8 of 14,0,0,Light Heavyweight,KO/TKO,3,0:45
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Iuri Alcantara,Leandro Issa,0,0,53,26,0 of 0,1 of 10,0,0,Bantamweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Claudia Gadelha,Jessica Aguilar,0,0,111,70,4 of 4,0 of 3,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Demian Maia,Neil Magny,0,0,13,0,2 of 2,0 of 0,1,0,Welterweight,SUB,2,2:52
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Ronda Rousey,Bethe Correia,1,0,19,9,0 of 0,0 of 0,0,0,Women's Bantamweight,KO/TKO,1,0:34
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Reginaldo Vieira,Dileno Lopes,0,0,59,46,0 of 1,3 of 4,2,3,Bantamweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Antonio Silva,Soa Palelei,1,0,16,19,0 of 1,1 of 3,0,0,Heavyweight,KO/TKO,2,0:41
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Chris Kelades,Chris Beal,0,0,50,47,1 of 9,2 of 4,0,0,Flyweight,S-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Glaico Franca Moreira,Fernando Bruno,0,0,23,20,4 of 9,2 of 11,1,0,Lightweight,SUB,3,4:46
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Misha Cirkunov,Daniel Jolly,0,0,24,6,3 of 4,0 of 0,0,0,Light Heavyweight,KO/TKO,1,4:45
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Shane Campbell,Elias Silverio,0,0,44,22,2 of 5,2 of 14,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Nikita Krylov,Marcos Rogerio de Lima,0,0,21,5,0 of 0,0 of 1,1,2,Light Heavyweight,SUB,1,2:29
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Francisco Trinaldo,Chad Laprise,1,0,17,8,0 of 0,0 of 0,0,0,Lightweight,KO/TKO,1,2:43
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Valerie Letourneau,Maryna Moroz,1,0,69,55,0 of 0,1 of 1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 190: Rousey vs Correia,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",win,,Mauricio Rua,Rogerio Nogueira,0,0,53,63,2 of 5,0 of 0,0,1,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Felipe Arantes,Yves Jabouin,0,0,4,5,2 of 2,0 of 1,1,0,Bantamweight,SUB,1,4:21
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Neil Magny,Erick Silva,0,0,68,29,4 of 9,3 of 4,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Olivier Aubin-Mercier,Tony Sims,0,0,3,23,6 of 10,0 of 0,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Patrick Cote,Joshua Burkman,1,0,60,45,0 of 4,1 of 1,0,0,Welterweight,KO/TKO,3,1:26
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",win,,Max Holloway,Charles Oliveira,0,0,14,5,0 of 0,0 of 1,0,0,Featherweight,KO/TKO,1,1:39
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Frankie Saenz,Sirwan Kakai,0,0,80,55,1 of 6,3 of 9,1,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Chris Camozzi,Tom Watson,0,0,87,82,3 of 4,1 of 8,2,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Jared Rosholt,Timothy Johnson,0,0,19,26,2 of 5,3 of 4,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Uriah Hall,Oluwale Bamgbose,0,0,11,7,1 of 1,0 of 0,0,0,Middleweight,KO/TKO,1,2:32
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Dustin Ortiz,Willie Gates,0,0,92,13,4 of 13,0 of 0,1,0,Flyweight,KO/TKO,3,2:58
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Ray Borg,Geane Herrera,0,0,26,7,3 of 3,0 of 0,2,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Glover Teixeira,Ovince Saint Preux,0,0,53,30,5 of 9,0 of 3,1,0,Light Heavyweight,SUB,3,3:10
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Amanda Nunes,Sara McMann,1,0,27,2,0 of 2,0 of 0,1,0,Women's Bantamweight,SUB,1,2:53
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Derek Brunson,Sam Alvey,0,0,27,4,0 of 1,0 of 0,0,0,Middleweight,KO/TKO,1,2:19
UFC Fight Night: Teixeira vs Saint Preux,"August 08, 2015","Nashville, Tennessee, USA",win,,Beneil Dariush,Michael Johnson,0,0,75,84,0 of 0,0 of 7,0,0,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Willie Gates,Darrell Montague,1,0,19,4,0 of 1,0 of 0,0,0,Flyweight,KO/TKO,1,1:36
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Elizabeth Phillips,Jessamyn Duke,0,0,49,36,2 of 3,2 of 4,1,3,Women's Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,George Sullivan,Dominic Waters,0,0,54,13,2 of 2,5 of 5,3,0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Jerrod Sanders,Russell Doane,0,1,15,13,1 of 2,3 of 8,3,3,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Trevor Smith,Dan Miller,0,0,51,25,0 of 1,1 of 3,0,1,Middleweight,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,James Krause,Daron Cruickshank,0,0,10,6,0 of 0,1 of 1,1,0,Lightweight,SUB,1,1:27
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Josh Samman,Caio Magalhaes,0,0,12,3,0 of 0,0 of 0,1,0,Middleweight,SUB,1,2:52
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Zak Cummings,Dominique Steele,1,0,14,2,0 of 0,0 of 0,0,0,Middleweight,KO/TKO,1,0:43
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Ben Saunders,Kenny Robertson,0,1,98,91,2 of 3,0 of 0,0,0,Welterweight,S-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Maximo Blanco,Mike de la Torre,1,0,4,1,0 of 0,0 of 0,0,0,Featherweight,KO/TKO,1,0:16
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Andrew Holbrook,Ramsey Nijem,0,0,20,29,6 of 6,0 of 3,2,0,Lightweight,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Bryan Caraway,Eddie Wineland,0,0,61,52,0 of 1,0 of 12,0,0,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Jorge Masvidal,Cezar Ferreira,1,0,12,7,0 of 0,1 of 3,0,0,Welterweight,KO/TKO,1,4:22
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Jim Miller,Danny Castillo,0,0,45,35,2 of 3,0 of 6,0,0,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Michelle Waterson-Gomez,Angela Magana,0,0,47,8,1 of 1,3 of 3,4,1,Women's Strawweight,SUB,3,2:38
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Stephen Thompson,Jake Ellenberger,2,1,20,5,0 of 1,1 of 3,0,0,Welterweight,KO/TKO,1,4:29
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,"July 12, 2015","Las Vegas, Nevada, USA",win,,Kamaru Usman,Hayder Hassan,0,0,15,3,6 of 8,0 of 0,1,0,Welterweight,SUB,2,1:19
UFC on FOX: Dillashaw vs. Barao II,"July 25, 2015","Chicago, Illinois, USA",win,,Joe Lauzon,Takanori Gomi,0,0,15,7,1 of 1,0 of 0,0,0,Lightweight,KO/TKO,1,2:37
