Event,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC 215: Nunes vs Shevchenko 2,,Arjan Bhullar,Luis Henrique,1,24,1,0,Heavyweight,U-DEC,3,5:00
UFC 215: Nunes vs Shevchenko 2,,Kajan Johnson,Adriano Martins,1,26,0,0,Lightweight,KO/TKO,3,0:49
UFC Fight Night: Pettis vs. Moreno,,,,,,,,,,,
UFC Fight Night: Pettis vs. Moreno,,Sergio Pettis,Brandon Moreno,0,76,0,0,Flyweight,U-DEC,5,5:00
UFC Fight Night: Pettis vs. Moreno,,Alexa Grasso,Randa Markos,0,64,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Pettis vs. Moreno,,Niko Price,Alan Jouban,1,10,0,0,Welterweight,KO/TKO,1,1:44
UFC Fight Night: Pettis vs. Moreno,,Humberto Bandenay,Martin Bravo,1,5,0,0,Featherweight,KO/TKO,1,0:26
UFC Fight Night: Pettis vs. Moreno,,Sam Alvey,Rashad Evans,0,40,0,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Pettis vs. Moreno,,Alejandro Perez,Andre Soukhamthath,0,44,1,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Pettis vs. Moreno,,Jack Hermansson,Brad Scott,0,38,1,0,Middleweight,KO/TKO,1,3:50
UFC Fight Night: Pettis vs. Moreno,,Dustin Ortiz,Hector Sandoval,1,8,0,0,Flyweight,KO/TKO,1,0:15
UFC Fight Night: Pettis vs. Moreno,,Rani Yahya,Henry Briones,0,3,1,2,Bantamweight,SUB,1,2:01
UFC Fight Night: Pettis vs. Moreno,,Jose Quinonez,Diego Rivas,0,59,1,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Pettis vs. Moreno,,Joseph Morales,Robert Sanchez,1,12,0,1,Flyweight,SUB,1,3:56
UFC Fight Night: Pettis vs. Moreno,,Jordan Rinaldi,Alvaro Herrera Mendoza,0,6,0,1,Lightweight,SUB,1,2:01
UFC Fight Night: Volkov vs. Struve,,,,,,,,,,,
UFC Fight Night: Volkov vs. Struve,,Alexander Volkov,Stefan Struve,1,135,2,0,Heavyweight,KO/TKO,3,3:30
UFC Fight Night: Volkov vs. Struve,,Siyar Bahadurzada,Rob Wilkinson,3,43,0,1,Middleweight,KO/TKO,2,3:10
UFC Fight Night: Volkov vs. Struve,,Marion Reneau,Talita Bernardo,0,57,0,5,Women's Bantamweight,KO/TKO,3,4:54
UFC Fight Night: Volkov vs. Struve,,Leon Edwards,Bryan Barberena,0,23,3,3,Welterweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Struve,,Darren Till,Bojan Velickovic,0,49,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Struve,,Mairbek Taisumov,Felipe Silva,1,2,0,0,Lightweight,KO/TKO,1,1:24
UFC Fight Night: Volkov vs. Struve,,Michel Prazeres,Mads Burnell,0,26,4,1,Lightweight,SUB,3,1:26
UFC Fight Night: Volkov vs. Struve,,Rustam Khabilov,Desmond Green,0,34,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Struve,,Aleksandar Rakic,Francimar Barroso,0,46,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Volkov vs. Struve,,Zabit Magomedsharipov,Mike Santiago,0,45,1,2,Featherweight,SUB,2,4:22
UFC Fight Night: Volkov vs. Struve,,Abdul-Kerim Edilov,Bojan Mihajlovic,0,77,2,1,Light Heavyweight,KO/TKO,2,2:32
UFC Fight Night: Volkov vs. Struve,,Thibault Gouti,Andrew Holbrook,1,41,0,0,Lightweight,KO/TKO,1,4:28
UFC Fight Night: Rockhold vs. Branch,,,,,,,,,,,
UFC Fight Night: Rockhold vs. Branch,,Luke Rockhold,David Branch,0,58,2,0,Middleweight,KO/TKO,2,4:05
UFC Fight Night: Rockhold vs. Branch,,Mike Perry,Alex Reyes,1,11,0,0,Welterweight,KO/TKO,1,1:19
UFC Fight Night: Rockhold vs. Branch,,Anthony Smith,Hector Lombard,1,35,0,0,Middleweight,KO/TKO,3,2:33
UFC Fight Night: Rockhold vs. Branch,,Gregor Gillespie,Jason Gonzalez,1,20,4,1,Lightweight,SUB,2,2:11
UFC Fight Night: Rockhold vs. Branch,,Kamaru Usman,Sergio Moraes,1,16,0,0,Welterweight,KO/TKO,1,2:48
UFC Fight Night: Rockhold vs. Branch,,Justin Ledet,Azunna Anyanwu,0,36,0,0,Heavyweight,S-DEC,3,5:00
UFC Fight Night: Rockhold vs. Branch,,Olivier Aubin-Mercier,Anthony Rocco Martin,0,20,4,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Rockhold vs. Branch,,Daniel Spitz,Anthony Hamilton,0,5,1,0,Heavyweight,KO/TKO,1,0:24
UFC Fight Night: Rockhold vs. Branch,,Uriah Hall,Krzysztof Jotko,1,26,0,0,Middleweight,KO/TKO,2,2:25
UFC Fight Night: Rockhold vs. Branch,,Gilbert Burns,Jason Saggo,1,42,2,0,Lightweight,KO/TKO,2,4:55
UFC 216: Ferguson vs. Lee,,,,,,,,,,,
UFC 216: Ferguson vs. Lee,,Tony Ferguson,Kevin Lee,0,54,0,2,Lightweight,SUB,3,4:02
UFC 216: Ferguson vs. Lee,,Demetrious Johnson,Ray Borg,0,64,8,2,Flyweight,SUB,5,3:15
UFC 216: Ferguson vs. Lee,,Fabricio Werdum,Walt Harris,0,0,1,1,Heavyweight,SUB,1,1:05
UFC 216: Ferguson vs. Lee,,Mara Romero Borella,Kalindra Faria,0,3,1,1,Women's Flyweight,SUB,1,2:54
UFC 216: Ferguson vs. Lee,,Beneil Dariush,Evan Dunham,1,81,0,0,Lightweight,M-DEC,3,5:00
UFC 216: Ferguson vs. Lee,,Cody Stamann,Tom Duquesnoy,0,66,4,0,Bantamweight,S-DEC,3,5:00
UFC 216: Ferguson vs. Lee,,Lando Vannata,Bobby Green,1,104,4,1,Lightweight,S-DEC,3,5:00
UFC 216: Ferguson vs. Lee,,Poliana Botelho,Pearl Gonzalez,0,67,1,0,Women's Strawweight,U-DEC,3,5:00
UFC 216: Ferguson vs. Lee,,Matt Schnell,Marco Beltran,0,38,0,1,Flyweight,U-DEC,3,5:00
UFC 216: Ferguson vs. Lee,,John Moraga,Bibulatov Magomed,1,8,0,0,Flyweight,KO/TKO,1,1:38
UFC 216: Ferguson vs. Lee,,Brad Tavares,Thales Leites,1,70,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,,,,,,,,,,
UFC Fight Night: Saint Preux vs. Okami,,Ovince Saint Preux,Yushin Okami,0,0,0,1,Light Heavyweight,SUB,1,1:50
UFC Fight Night: Saint Preux vs. Okami,,Jessica Andrade,Claudia Gadelha,0,141,4,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,Dong Hyun Ma,Takanori Gomi,1,13,0,0,Lightweight,KO/TKO,1,1:30
UFC Fight Night: Saint Preux vs. Okami,,Gokhan Saki,Henrique da Silva,2,40,0,0,Light Heavyweight,KO/TKO,1,4:45
UFC Fight Night: Saint Preux vs. Okami,,Teruto Ishihara,Rolando Dy,1,50,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,Jussier Formiga,Yuta Sasaki,0,9,1,2,Flyweight,SUB,1,4:30
UFC Fight Night: Saint Preux vs. Okami,,Keita Nakamura,Alex Morono,0,27,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,Syuri Kondo,Chan-Mi Jeon,0,135,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,Shinsho Anzai,Luke Jumeau,0,51,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Saint Preux vs. Okami,,Daichi Abe,Hyun Gyu Lim,1,63,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,,,,,,,,,,
UFC Fight Night: Cerrone vs. Till,,Darren Till,Donald Cerrone,1,24,0,0,Welterweight,KO/TKO,1,4:20
UFC Fight Night: Cerrone vs. Till,,Karolina Kowalkiewicz,Jodie Esquibel,0,127,1,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Jan Blachowicz,Devin Clark,0,33,1,1,Light Heavyweight,SUB,2,3:02
UFC Fight Night: Cerrone vs. Till,,Oskar Piechota,Jonathan Wilson,1,56,1,3,Middleweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Marcin Held,Nasrat Haqparast,0,19,3,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Brian Kelleher,Damian Stasiak,1,79,1,1,Bantamweight,KO/TKO,3,3:39
UFC Fight Night: Cerrone vs. Till,,Ramazan Emeev,Sam Alvey,0,38,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Andre Fili,Artem Lobov,1,55,5,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Warlley Alves,Salim Touahri,0,38,2,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cerrone vs. Till,,Aspen Ladd,Lina Lansberg,0,26,1,0,Women's Bantamweight,KO/TKO,2,2:33
UFC Fight Night: Cerrone vs. Till,,Josh Emmett,Felipe Arantes,4,67,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,,,,,,,,,,
UFC Fight Night: Brunson vs. Machida,,Derek Brunson,Lyoto Machida,1,10,0,0,Middleweight,KO/TKO,1,2:30
UFC Fight Night: Brunson vs. Machida,,Colby Covington,Demian Maia,0,88,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,Pedro Munhoz,Rob Font,0,20,0,1,Bantamweight,SUB,1,4:03
UFC Fight Night: Brunson vs. Machida,,Francisco Trinaldo,Jim Miller,0,63,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,Thiago Santos,Jack Hermansson,1,28,0,0,Middleweight,KO/TKO,1,4:59
UFC Fight Night: Brunson vs. Machida,,John Lineker,Marlon Vera,0,77,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,Vicente Luque,Niko Price,1,61,0,1,Welterweight,SUB,2,4:08
UFC Fight Night: Brunson vs. Machida,,Antonio Carlos Junior,Jack Marshman,0,11,1,1,Middleweight,SUB,1,4:30
UFC Fight Night: Brunson vs. Machida,,Jared Gordon,Hacran Dias,0,101,2,0,Lightweight,U-DEC,3,5:00
UFC 217: Bisping vs. St-Pierre,,,,,,,,,,,
UFC 217: Bisping vs. St-Pierre,,Georges St-Pierre,Michael Bisping,1,59,3,1,Middleweight,SUB,3,4:23
UFC 217: Bisping vs. St-Pierre,,TJ Dillashaw,Cody Garbrandt,2,20,0,0,Bantamweight,KO/TKO,2,2:41
UFC 217: Bisping vs. St-Pierre,,Rose Namajunas,Joanna Jedrzejczyk,1,15,0,0,Women's Strawweight,KO/TKO,1,3:03
UFC 217: Bisping vs. St-Pierre,,Stephen Thompson,Jorge Masvidal,1,70,0,0,Welterweight,U-DEC,3,5:00
UFC 217: Bisping vs. St-Pierre,,Paulo Costa,Johny Hendricks,1,49,0,0,Middleweight,KO/TKO,2,1:23
UFC Fight Night: Brunson vs. Machida,,Elizeu Zaleski dos Santos,Max Griffin,0,84,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,Deiveson Figueiredo,Jarred Brooks,0,19,1,5,Flyweight,S-DEC,3,5:00
UFC Fight Night: Brunson vs. Machida,,Marcelo Golm,Christian Colombo,0,35,1,1,Heavyweight,SUB,1,2:08
UFC 217: Bisping vs. St-Pierre,,James Vick,Joe Duffy,1,42,0,0,Lightweight,KO/TKO,2,4:59
UFC 217: Bisping vs. St-Pierre,,Mark Godbeer,Walt Harris,0,3,0,0,Heavyweight,DQ,1,4:29
UFC 217: Bisping vs. St-Pierre,,Ovince Saint Preux,Corey Anderson,1,23,0,0,Light Heavyweight,KO/TKO,3,1:25
UFC 217: Bisping vs. St-Pierre,,Randy Brown,Mickey Gall,0,41,1,0,Welterweight,U-DEC,3,5:00
UFC 217: Bisping vs. St-Pierre,,Curtis Blaydes,Aleksei Oleinik,1,39,4,0,Heavyweight,KO/TKO,2,1:39
UFC 217: Bisping vs. St-Pierre,,Ricardo Ramos,Aiemann Zahabi,1,42,3,0,Bantamweight,KO/TKO,3,1:58
UFC Fight Night: Poirier vs. Pettis,,,,,,,,,,,
UFC Fight Night: Poirier vs. Pettis,,Dustin Poirier,Anthony Pettis,0,53,5,0,Lightweight,KO/TKO,3,2:08
UFC Fight Night: Poirier vs. Pettis,,Matt Brown,Diego Sanchez,1,18,0,0,Welterweight,KO/TKO,1,3:44
UFC Fight Night: Poirier vs. Pettis,,Andrei Arlovski,Junior Albini,0,92,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Cezar Ferreira,Nate Marquardt,0,47,2,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Raphael Assuncao,Matthew Lopez,1,46,0,0,Bantamweight,KO/TKO,3,1:50
UFC Fight Night: Poirier vs. Pettis,,Clay Guida,Joe Lauzon,1,24,0,0,Lightweight,KO/TKO,1,1:07
UFC Fight Night: Poirier vs. Pettis,,Marlon Moraes,John Dodson,0,45,1,1,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Tatiana Suarez,Viviane Pereira,0,71,4,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Sage Northcutt,Michel Quinones,0,79,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Nina Nunes,Angela Hill,0,143,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Sean Strickland,Court McGee,0,78,3,1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Jake Collier,Marcel Fortuna,0,94,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Pettis,,Karl Roberson,Darren Stewart,0,17,1,2,Middleweight,SUB,1,3:41
UFC Fight Night: Werdum vs. Tybura,,,,,,,,,,,
UFC Fight Night: Werdum vs. Tybura,,Fabricio Werdum,Marcin Tybura,0,155,1,0,Heavyweight,U-DEC,5,5:00
UFC Fight Night: Werdum vs. Tybura,,Jessica-Rose Clark,Bec Rawlings,0,101,2,1,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Belal Muhammad,Tim Means,0,88,1,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Jake Matthews,Bojan Velickovic,0,20,4,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Elias Theodorou,Daniel Kelly,0,118,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Alexander Volkanovski,Shane Young,0,68,5,0,Catch Weight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Ryan Benoit,Ashkan Mokhtarian,1,45,0,0,Flyweight,KO/TKO,3,2:38
UFC Fight Night: Werdum vs. Tybura,,Nik Lentz,Will Brooks,0,34,0,1,Lightweight,SUB,2,2:05
UFC Fight Night: Werdum vs. Tybura,,Tai Tuivasa,Rashad Coulter,1,22,0,0,Heavyweight,KO/TKO,1,4:35
UFC Fight Night: Werdum vs. Tybura,,Frank Camacho,Damien Brown,0,154,1,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Nadia Kassem,Alex Chambers,0,52,0,6,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Eric Shelton,Jenel Lausa,0,86,5,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Werdum vs. Tybura,,Adam Wieczorek,Anthony Hamilton,0,42,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs. Gastelum,,,,,,,,,,,
UFC Fight Night: Bisping vs. Gastelum,,Kelvin Gastelum,Michael Bisping,1,14,0,0,Middleweight,KO/TKO,1,2:30
UFC Fight Night: Bisping vs. Gastelum,,Li Jingliang,Zak Ottow,1,26,0,0,Welterweight,KO/TKO,1,2:57
UFC Fight Night: Bisping vs. Gastelum,,Wang Guan,Alex Caceres,1,71,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Bisping vs. Gastelum,,Alex Garcia,Muslim Salikhov,0,6,3,1,Welterweight,SUB,2,3:22
UFC Fight Night: Bisping vs. Gastelum,,Zabit Magomedsharipov,Sheymon Moraes,0,34,11,1,Featherweight,SUB,3,4:30
The Ultimate Fighter: A New World Champion Finale,,,,,,,,,,,
The Ultimate Fighter: A New World Champion Finale,,Nicco Montano,Roxanne Modafferi,0,186,3,1,Women's Flyweight,U-DEC,5,5:00
The Ultimate Fighter: A New World Champion Finale,,Sean O'Malley,Terrion Ware,0,141,3,0,Bantamweight,U-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,,Lauren Murphy,Barb Honchak,0,59,2,0,Women's Flyweight,S-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,,Gerald Meerschaert,Eric Spicely,1,36,0,0,Middleweight,KO/TKO,2,2:18
The Ultimate Fighter: A New World Champion Finale,,DeAnna Bennett,Melinda Fabian,0,47,0,1,Women's Flyweight,M-DEC,3,5:00
The Ultimate Fighter: A New World Champion Finale,,Brett Johns,Joe Soto,0,1,0,1,Bantamweight,SUB,1,0:30
UFC Fight Night: Bisping vs. Gastelum,,Song Kenan,Bobby Nash,1,14,0,0,Welterweight,KO/TKO,1,0:15
UFC Fight Night: Bisping vs. Gastelum,,Yan Xiaonan,Kailin Curran,0,96,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs. Gastelum,,Song Yadong,Bharat Kandare,1,8,0,1,Featherweight,SUB,1,4:16
UFC Fight Night: Bisping vs. Gastelum,,Shamil Abdurakhimov,Chase Sherman,1,6,0,0,Heavyweight,KO/TKO,1,1:24
UFC Fight Night: Bisping vs. Gastelum,,Gina Mazany,Wu Yanan,0,38,5,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs. Gastelum,,Rolando Dy,Wulijiburen,1,26,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Bisping vs. Gastelum,,Cyril Asker,Hu Yaozong,0,20,4,1,Heavyweight,SUB,2,2:33
The Ultimate Fighter: A New World Champion Finale,,Montana De La Rosa,Christina Marks,0,6,0,1,Women's Flyweight,SUB,1,2:00
The Ultimate Fighter: A New World Champion Finale,,Ryan Janes,Andrew Sanchez,0,159,0,0,Middleweight,KO/TKO,3,0:58
The Ultimate Fighter: A New World Champion Finale,,Rachael Ostovich,Karine Gevorgyan,0,3,1,1,Women's Flyweight,SUB,1,1:40
The Ultimate Fighter: A New World Champion Finale,,Shana Dobson,Ariel Beck,1,34,0,0,Women's Flyweight,KO/TKO,2,2:53
The Ultimate Fighter: A New World Champion Finale,,Gillian Robertson,Emily Whitmire,0,2,1,1,Women's Flyweight,SUB,1,2:12
UFC 218: Holloway vs. Aldo 2,,,,,,,,,,,
UFC 218: Holloway vs. Aldo 2,,Max Holloway,Jose Aldo,0,174,0,0,Featherweight,KO/TKO,3,4:51
UFC 218: Holloway vs. Aldo 2,,Francis Ngannou,Alistair Overeem,1,6,0,0,Heavyweight,KO/TKO,1,1:42
UFC 218: Holloway vs. Aldo 2,,Henry Cejudo,Sergio Pettis,0,36,3,0,Flyweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,,Eddie Alvarez,Justin Gaethje,1,155,1,0,Lightweight,KO/TKO,3,3:59
UFC 218: Holloway vs. Aldo 2,,Tecia Pennington,Michelle Waterson-Gomez,0,95,1,0,Women's Strawweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,,Paul Felder,Charles Oliveira,0,31,0,0,Lightweight,KO/TKO,2,4:06
UFC 218: Holloway vs. Aldo 2,,Yancy Medeiros,Alex Oliveira,2,75,1,0,Welterweight,KO/TKO,3,2:02
UFC 218: Holloway vs. Aldo 2,,David Teymur,Drakkar Klose,0,52,1,0,Lightweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,,Felice Herrig,Cortney Casey,0,76,1,0,Women's Strawweight,S-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,,Amanda Cooper,Angela Magana,0,40,1,1,Women's Strawweight,KO/TKO,2,4:34
UFC Fight Night: Swanson vs. Ortega,,,,,,,,,,,
UFC Fight Night: Swanson vs. Ortega,,Brian Ortega,Cub Swanson,0,24,0,2,Featherweight,SUB,2,3:22
UFC Fight Night: Swanson vs. Ortega,,Gabriel Benitez,Jason Knight,0,85,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Marlon Moraes,Aljamain Sterling,2,7,0,0,Bantamweight,KO/TKO,1,1:07
UFC Fight Night: Swanson vs. Ortega,,Scott Holtzman,Darrell Horcher,0,49,7,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Eryk Anders,Markus Perez,0,79,2,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Benito Lopez,Albert Morales,1,78,0,1,Bantamweight,U-DEC,3,5:00
UFC 218: Holloway vs. Aldo 2,,Abdul Razak Alhassan,Sabah Homasi,1,27,1,0,Welterweight,KO/TKO,1,4:21
UFC 218: Holloway vs. Aldo 2,,Dominick Reyes,Jeremy Kimball,0,16,1,1,Light Heavyweight,SUB,1,3:39
UFC 218: Holloway vs. Aldo 2,,Justin Willis,Allen Crowder,1,22,0,0,Heavyweight,KO/TKO,1,2:33
UFC Fight Night: Swanson vs. Ortega,,Alexis Davis,Liz Carmouche,0,23,1,2,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Andre Soukhamthath,Luke Sanders,1,20,0,0,Bantamweight,KO/TKO,2,1:06
UFC Fight Night: Swanson vs. Ortega,,Alex Perez,Carls John De Tomas,0,24,2,3,Bantamweight,SUB,2,1:54
UFC Fight Night: Swanson vs. Ortega,,Frankie Saenz,Merab Dvalishvili,0,58,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Alejandro Perez,Iuri Alcantara,0,35,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Swanson vs. Ortega,,Davi Ramos,Chris Gruetzemacher,0,55,5,1,Lightweight,SUB,3,0:50
UFC Fight Night: Swanson vs. Ortega,,Trevin Giles,Antonio Braga Neto,1,70,0,0,Middleweight,KO/TKO,3,2:27
UFC Fight Night: Lawler vs. Dos Anjos,,,,,,,,,,,
UFC Fight Night: Lawler vs. Dos Anjos,,Rafael Dos Anjos,Robbie Lawler,0,172,2,0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Lawler vs. Dos Anjos,,Josh Emmett,Ricardo Lamas,1,10,0,0,Featherweight,KO/TKO,1,4:33
UFC Fight Night: Lawler vs. Dos Anjos,,Santiago Ponzinibbio,Mike Perry,1,78,3,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lawler vs. Dos Anjos,,Glover Teixeira,Misha Cirkunov,0,13,1,1,Light Heavyweight,KO/TKO,1,2:45
UFC Fight Night: Lawler vs. Dos Anjos,,Jan Blachowicz,Jared Cannonier,1,50,4,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lawler vs. Dos Anjos,,Julian Marquez,Darren Stewart,0,32,0,3,Middleweight,SUB,2,2:42
UFC Fight Night: Lawler vs. Dos Anjos,,Chad Laprise,Galore Bofando,0,20,1,0,Welterweight,KO/TKO,1,4:10
UFC 219: Cyborg vs. Holm,,,,,,,,,,,
UFC 219: Cyborg vs. Holm,,Cristiane Justino,Holly Holm,0,118,0,0,Women's Featherweight,U-DEC,5,5:00
UFC 219: Cyborg vs. Holm,,Khabib Nurmagomedov,Edson Barboza,0,89,4,0,Lightweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Dan Hooker,Marc Diakiese,0,17,2,1,Lightweight,SUB,3,0:42
UFC 219: Cyborg vs. Holm,,Carla Esparza,Cynthia Calvillo,0,48,2,1,Women's Strawweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Neil Magny,Carlos Condit,0,32,6,0,Welterweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Khalil Rountree Jr.,Michal Oleksiejczuk,0,52,0,1,Light Heavyweight,Overturned,3,5:00
UFC 219: Cyborg vs. Holm,,Myles Jury,Ricky Glenn,0,41,2,0,Featherweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Marvin Vettori,Omari Akhmedov,0,66,0,2,Middleweight,M-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,,,,,,,,,,
UFC Fight Night: Stephens vs. Choi,,Jeremy Stephens,Dooho Choi,1,49,0,0,Featherweight,KO/TKO,2,2:36
UFC Fight Night: Stephens vs. Choi,,Jessica-Rose Clark,Paige VanZant,0,55,2,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,Kamaru Usman,Emil Meek,0,50,8,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,Darren Elkins,Michael Johnson,0,18,1,1,Featherweight,SUB,2,2:22
UFC Fight Night: Stephens vs. Choi,,James Krause,Alex White,0,35,3,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,Marco Polo Reyes,Matt Frevola,2,18,0,0,Lightweight,KO/TKO,1,1:00
UFC Fight Night: Stephens vs. Choi,,Irene Aldana,Talita Bernardo,0,70,1,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,Kyung Ho Kang,Guido Cannetti,0,3,1,1,Bantamweight,SUB,1,4:53
UFC Fight Night: Lawler vs. Dos Anjos,,Nordine Taleb,Danny Roberts,1,5,0,0,Welterweight,KO/TKO,1,0:59
UFC Fight Night: Lawler vs. Dos Anjos,,John Makdessi,Abel Trujillo,1,47,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lawler vs. Dos Anjos,,Alessio Di Chirico,Oluwale Bamgbose,1,6,1,0,Middleweight,KO/TKO,2,2:14
UFC Fight Night: Lawler vs. Dos Anjos,,Jordan Mein,Erick Silva,0,51,3,1,Welterweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Matheus Nicolau,Louis Smolka,3,87,3,2,Flyweight,U-DEC,3,5:00
UFC 219: Cyborg vs. Holm,,Tim Elliott,Mark De La Rosa,0,12,1,2,Bantamweight,SUB,2,1:41
UFC Fight Night: Stephens vs. Choi,,Jessica Eye,Kalindra Faria,0,25,3,6,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,JJ Aldrich,Danielle Taylor,0,54,1,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Stephens vs. Choi,,Mads Burnell,Mike Santiago,0,20,3,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,,,,,,,,,,,
UFC Fight Night: Machida vs. Anders,,Lyoto Machida,Eryk Anders,0,62,0,0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Machida vs. Anders,,Valentina Shevchenko,Priscila Cachoeira,0,95,2,2,Women's Flyweight,SUB,2,4:25
UFC Fight Night: Machida vs. Anders,,Michel Prazeres,Desmond Green,0,36,3,3,Lightweight,U-DEC,3,5:00
UFC Fight Night: Machida vs. Anders,,Timothy Johnson,Marcelo Golm,0,77,0,0,Heavyweight,U-DEC,3,5:00
