,Event,Date,Fighter 1,Fighter 2,Fighter 1 Odds,Fighter 2 Odds
5605,UFC 116: Lesnar vs. Carwin,Jul 2010,Daniel Roberts,Forrest Petz,-170.0,140.0
5606,UFC 116: Lesnar vs. Carwin,Jul 2010,David Branch,Gerald Harris,200.0,-260.0
5608,UFC 116: Lesnar vs. Carwin,Jul 2010,George Sotiropoulos,Kurt Pellegrino,-175.0,135.0
5610,UFC 116: Lesnar vs. Carwin,Jul 2010,Goran Reljic,Kendall Grove,-150.0,120.0
5611,UFC 116: Lesnar vs. Carwin,Jul 2010,Jon Madsen,Karlos Vemola,115.0,-145.0
5613,UFC 116: Lesnar vs. Carwin,Jul 2010,Krzysztof Soszynski,Stephan Bonnar,-240.0,180.0
5616,UFC 116: Lesnar vs. Carwin,Jul 2010,Seth Petruzelli,Ricardo Romero,115.0,-145.0
5620,UFC 86: Jackson vs Griffin,Jul 2008,Chris Lytle,Josh Koscheck,255.0,-330.0
5621,UFC 86: Jackson vs Griffin,Jul 2008,Cole Miller,Jorge Gurgel,-115.0,-115.0
5622,UFC 86: Jackson vs Griffin,Jul 2008,Corey Hill,Justin Buchholz,-240.0,200.0
5623,UFC 86: Jackson vs Griffin,Jul 2008,Dennis Siver,Melvin Guillard,180.0,-220.0
5624,UFC 86: Jackson vs Griffin,Jul 2008,Forrest Griffin,Quinton Jackson,210.0,-270.0
5625,UFC 86: Jackson vs Griffin,Jul 2008,Gabriel Gonzaga,Justin McCully,-580.0,415.0
5626,UFC 86: Jackson vs Griffin,Jul 2008,Gleison Tibau,Joe Stevenson,170.0,-230.0
5630,UFC 86: Jackson vs Griffin,Jul 2008,Marcus Aurelio,Tyson Griffin,285.0,-375.0
5632,UFC 86: Jackson vs Griffin,Jul 2008,Patrick Cote,Ricardo Almeida,-155.0,125.0
5636,UFC 175: Weidman vs. Machida,Jul 2014,Alex Caceres,Urijah Faber,450.0,-750.0
5637,UFC 175: Weidman vs. Machida,Jul 2014,Alexis Davis,Ronda Rousey,445.0,-735.0
5638,UFC 175: Weidman vs. Machida,Jul 2014,Bruno Santos,Chris Camozzi,180.0,-260.0
5639,UFC 175: Weidman vs. Machida,Jul 2014,Chris Weidman,Lyoto Machida,-150.0,110.0
5640,UFC 175: Weidman vs. Machida,Jul 2014,George Roop,Rob Font,-180.0,140.0
5641,UFC 175: Weidman vs. Machida,Jul 2014,Guilherme Vasconcelos,Luke Zachrich,-170.0,130.0
5642,UFC 175: Weidman vs. Machida,Jul 2014,Ildemar Alcantara,Kenny Robertson,-125.0,-115.0
5643,UFC 175: Weidman vs. Machida,Jul 2014,Kevin Casey,William Bush,100.0,-140.0
5646,UFC 175: Weidman vs. Machida,Jul 2014,Marcus Brimage,Russell Doane,-140.0,100.0
5649,UFC 175: Weidman vs. Machida,Jul 2014,Thiago Santos,Uriah Hall,305.0,-425.0
5651,UFC 162: Silva vs. Weidman,Jul 2013,Anderson Silva,Chris Weidman,-215.0,165.0
5652,UFC 162: Silva vs. Weidman,Jul 2013,Andrew Craig,Chris Leben,-140.0,100.0
5653,UFC 162: Silva vs. Weidman,Jul 2013,Brian Melancon,Seth Baczynski,150.0,-190.0
5654,UFC 162: Silva vs. Weidman,Jul 2013,Charles Oliveira,Frankie Edgar,200.0,-280.0
5657,UFC 162: Silva vs. Weidman,Jul 2013,Cub Swanson,Dennis Siver,-185.0,145.0
5658,UFC 162: Silva vs. Weidman,Jul 2013,David Mitchell,Mike Pierce,315.0,-445.0
5660,UFC 162: Silva vs. Weidman,Jul 2013,Edson Barboza,Rafaello Oliveira,-535.0,355.0
5662,UFC 162: Silva vs. Weidman,Jul 2013,Gabriel Gonzaga,Dave Herman,-210.0,160.0
5663,UFC 162: Silva vs. Weidman,Jul 2013,Kazuki Tokudome,Norman Parke,100.0,-140.0
5664,UFC 162: Silva vs. Weidman,Jul 2013,Mark Munoz,Tim Boetsch,-120.0,-120.0
5668,UFC 162: Silva vs. Weidman,Jul 2013,Roger Gracie,Tim Kennedy,-120.0,-120.0
5672,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Adriano Martins,Juan Manuel Puig,-400.0,280.0
5673,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Alexis Dufresne,Sarah Moras,-190.0,150.0
5674,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Corey Anderson,Matt van Buren,-160.0,120.0
5675,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Derrick Lewis,Guto Inocente,-260.0,180.0
5676,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Dhiego Lima,Eddie Gordon,-245.0,175.0
5677,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Dustin Ortiz,Justin Scoggins,250.0,-350.0
5679,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Frankie Edgar,B.J. Penn,-350.0,250.0
5680,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Jesse Ronson,Kevin Lee,165.0,-215.0
5681,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Jumabieke Tuerxun,Leandro Issa,-130.0,-110.0
5685,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Patrick Walsh,Dan Spohn,170.0,-230.0
5686,UFC: The Ultimate Fighter 19 Finale,Jul 2014,Robert Drysdale,Keith Berish,-855.0,485.0
5688,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Alessio Di Chirico,Julian Marquez,160.0,-210.0
5689,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Alex Caceres,Martin Bravo,-135.0,-105.0
5690,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Barb Honchak,Roxanne Modafferi,-170.0,130.0
5691,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Brad Tavares,Israel Adesanya,-120.0,-120.0
5692,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Bryce Mitchell,Tyler Diamond,120.0,-150.0
5693,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Gerald Meerschaert,Oskar Piechota,165.0,-215.0
5696,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Luis Pena,Richie Smullen,-290.0,210.0
5698,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Matt Bessette,Steven Peterson,-180.0,140.0
5700,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 2018,Rachael Ostovich,Montana de La Rosa,-120.0,-120.0
5705,UFC 239: Jones vs. Santos,Jul 2019,Alejandro Perez,Yadong Song,145.0,-185.0
5706,UFC 239: Jones vs. Santos,Jul 2019,Amanda Nunes,Holly Holm,-325.0,275.0
5707,UFC 239: Jones vs. Santos,Jul 2019,Arnold Allen,Gilbert Melendez,-245.0,175.0
5708,UFC 239: Jones vs. Santos,Jul 2019,Ben Askren,Jorge Masvidal,-230.0,170.0
5709,UFC 239: Jones vs. Santos,Jul 2019,Chance Rencountre,Ismail Naurdiev,225.0,-305.0
5710,UFC 239: Jones vs. Santos,Jul 2019,Diego Sanchez,Michael Chiesa,195.0,-275.0
5711,UFC 239: Jones vs. Santos,Jul 2019,Edmen Shahbazyan,Jack Marshman,-380.0,260.0
5716,UFC 239: Jones vs. Santos,Jul 2019,Jan Blachowicz,Luke Rockhold,165.0,-215.0
5717,UFC 239: Jones vs. Santos,Jul 2019,Jon Jones,Thiago Santos,-850.0,625.0
5719,UFC 239: Jones vs. Santos,Jul 2019,Julia Avila,Pannie Kianzad,-135.0,-105.0
5721,UFC 239: Jones vs. Santos,Jul 2019,Marlon Vera,Nohelin Hernandez,-325.0,250.0
5725,UFC 239: Jones vs. Santos,Jul 2019,Randa Markos,Claudia Gadelha,255.0,-365.0
5727,UFC 73: Stacked,Jul 2007,Alvin Robinson,Kenny Florian,250.0,-350.0
5728,UFC 73: Stacked,Jul 2007,Diego Saraiva,Jorge Gurgel,240.0,-320.0
5729,UFC 73: Stacked,Jul 2007,Mike Nickels,Stephan Bonnar,300.0,-420.0
5730,UFC 148: Silva vs. Sonnen 2,Jul 2012,Anderson Silva,Chael Sonnen,-325.0,250.0
5731,UFC 148: Silva vs. Sonnen 2,Jul 2012,Chad Mendes,Cody McKenzie,-550.0,400.0
5734,UFC 148: Silva vs. Sonnen 2,Jul 2012,Constantinos Philippou,Riki Fukuda,-145.0,105.0
5735,UFC 148: Silva vs. Sonnen 2,Jul 2012,Cung Le,Patrick Cote,180.0,-240.0
5736,UFC 148: Silva vs. Sonnen 2,Jul 2012,Demian Maia,Dong Hyun Kim,-120.0,-120.0
5737,UFC 148: Silva vs. Sonnen 2,Jul 2012,Fabricio Camoes,Melvin Guillard,210.0,-290.0
5738,UFC 148: Silva vs. Sonnen 2,Jul 2012,Forrest Griffin,Tito Ortiz,-285.0,225.0
5739,UFC 148: Silva vs. Sonnen 2,Jul 2012,Gleison Tibau,Khabib Nurmagomedov,-175.0,135.0
5740,UFC 148: Silva vs. Sonnen 2,Jul 2012,Ivan Menjivar,Mike Easton,-115.0,-115.0
5741,UFC 148: Silva vs. Sonnen 2,Jul 2012,John Alessio,Shane Roller,150.0,-190.0
5746,UFC 148: Silva vs. Sonnen 2,Jul 2012,Rafaello Oliveira,Yoislandy Izquierdo,-135.0,-105.0
5750,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Alan Jouban,Belal Muhammad,-145.0,105.0
5751,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Alberto Mina,Mike Pyle,-180.0,140.0
5752,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Anthony Birchak,Dileno Lopes,-210.0,160.0
5754,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Derrick Lewis,Roy Nelson,130.0,-170.0
5756,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Eddie Alvarez,Rafael Dos Anjos,240.0,-300.0
5757,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Felipe Arantes,Jerrod Sanders,-180.0,140.0
5758,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Gilbert Burns,Lukasz Sajewski,-265.0,185.0
5760,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,John Makdessi,Mehdi Baghdad,-185.0,145.0
5762,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Marco Beltran,Reginaldo Vieira,135.0,-175.0
5765,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Mitch Clarke,Joseph Duffy,250.0,-350.0
5766,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Pedro Munhoz,Russell Doane,-265.0,185.0
5771,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 2016,Vicente Luque,Alvaro Herrera,-380.0,260.0
5772,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Angela Hill,Ashley Yoder,-245.0,175.0
5773,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Brad Tavares,Elias Theodorou,135.0,-175.0
5774,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Dhiego Lima,Jesse Taylor,185.0,-265.0
5775,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Drakkar Klose,Marc Diakiese,250.0,-350.0
5776,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Ed Herman,C.B. Dollaway,115.0,-155.0
5778,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Gray Maynard,Teruto Ishihara,200.0,-280.0
5779,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,James Krause,Tom Gallicchio,-350.0,250.0
5780,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Jared Cannonier,Nick Roehrick,-380.0,260.0
5782,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Jordan Johnson,Marcel Fortuna,-270.0,190.0
5783,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 2017,Juliana Lima,Tecia Torres,190.0,-270.0
